order_id,order_placed_at,order_delivered_at,delivery_time_min,order_date,order_day,order_hour,is_late
1523128,2023-03-01 00:41:28,2023-03-01 00:56:32.074381,15.06790635,2023-03-01,Wednesday,0,False
1523129,2023-03-01 00:43:31,2023-03-01 01:03:52.000746,20.350012433333333,2023-03-01,Wednesday,0,False
1523130,2023-03-01 00:51:25,2023-03-01 01:08:04.680446,16.661340766666665,2023-03-01,Wednesday,0,False
1523131,2023-03-01 00:54:29,2023-03-01 01:10:11.629524,15.710492066666665,2023-03-01,Wednesday,0,False
1523132,2023-03-01 01:03:43,2023-03-01 01:18:47.056011,15.067600183333333,2023-03-01,Wednesday,1,False
1523133,2023-03-01 01:07:51,2023-03-01 01:27:43.791029,19.879850483333332,2023-03-01,Wednesday,1,False
1523134,2023-03-01 01:09:55,2023-03-01 01:25:23.750560,15.479175999999999,2023-03-01,Wednesday,1,False
1523135,2023-03-01 01:11:53,2023-03-01 05:07:54.563978,236.0260663,2023-03-01,Wednesday,1,True
1523136,2023-03-01 01:14:11,2023-03-01 01:29:16.596709,15.093278483333334,2023-03-01,Wednesday,1,False
1523137,2023-03-01 01:15:09,2023-03-01 01:31:00.943355,15.865722583333334,2023-03-01,Wednesday,1,False
1523138,2023-03-01 01:16:25,2023-03-01 01:31:34.711870,15.1618645,2023-03-01,Wednesday,1,False
1523139,2023-03-01 01:16:55,2023-03-01 01:32:10.377301,15.25628835,2023-03-01,Wednesday,1,False
1523140,2023-03-01 01:17:39,2023-03-01 01:32:50.048967,15.18414945,2023-03-01,Wednesday,1,False
1523141,2023-03-01 01:17:49,2023-03-01 01:33:02.603454,15.226724233333334,2023-03-01,Wednesday,1,False
1523142,2023-03-01 01:18:57,2023-03-01 01:34:00.307219,15.055120316666667,2023-03-01,Wednesday,1,False
1523143,2023-03-01 01:19:45,2023-03-01 01:35:42.222578,15.953709633333334,2023-03-01,Wednesday,1,False
1523144,2023-03-01 01:29:50,2023-03-01 01:45:09.640916,15.327348599999999,2023-03-01,Wednesday,1,False
1523145,2023-03-01 01:32:01,2023-03-01 01:47:29.129556,15.468825933333333,2023-03-01,Wednesday,1,False
1523146,2023-03-01 01:33:20,2023-03-01 01:48:35.858652,15.264310866666667,2023-03-01,Wednesday,1,False
1523147,2023-03-01 01:34:51,2023-03-01 01:51:05.798284,16.246638066666666,2023-03-01,Wednesday,1,False
1523148,2023-03-01 01:35:29,2023-03-01 01:55:46.343422,20.289057033333332,2023-03-01,Wednesday,1,False
1523149,2023-03-01 01:36:04,2023-03-01 01:52:05.671788,16.027863133333334,2023-03-01,Wednesday,1,False
1523150,2023-03-01 01:39:41,2023-03-01 01:55:19.868467,15.647807783333333,2023-03-01,Wednesday,1,False
1523151,2023-03-01 01:40:49,2023-03-01 01:55:52.426244,15.057104066666666,2023-03-01,Wednesday,1,False
1523152,2023-03-01 01:43:02,2023-03-01 01:58:39.281447,15.62135745,2023-03-01,Wednesday,1,False
1523153,2023-03-01 01:46:59,2023-03-01 02:02:35.179119,15.602985316666667,2023-03-01,Wednesday,1,False
1523154,2023-03-01 01:47:04,2023-03-01 02:08:47.217009,21.720283483333333,2023-03-01,Wednesday,1,False
1523155,2023-03-01 01:51:22,2023-03-01 02:07:15.326310,15.888771833333333,2023-03-01,Wednesday,1,False
1523156,2023-03-01 01:56:25,2023-03-01 02:14:11.894440,17.781574,2023-03-01,Wednesday,1,False
1523157,2023-03-01 01:57:02,2023-03-01 02:18:09.110939,21.11851565,2023-03-01,Wednesday,1,False
1523158,2023-03-01 01:57:16,2023-03-01 02:30:19.851911,33.064198516666664,2023-03-01,Wednesday,1,True
1523159,2023-03-01 01:59:13,2023-03-01 02:14:15.722263,15.04537105,2023-03-01,Wednesday,1,False
1523160,2023-03-01 02:00:17,2023-03-01 02:16:11.110822,15.901847033333333,2023-03-01,Wednesday,2,False
1523161,2023-03-01 02:02:16,2023-03-01 02:17:50.200447,15.57000745,2023-03-01,Wednesday,2,False
1523162,2023-03-01 02:05:42,2023-03-01 02:22:45.957734,17.065962233333334,2023-03-01,Wednesday,2,False
1523163,2023-03-01 02:05:45,2023-03-01 02:24:39.257216,18.90428693333333,2023-03-01,Wednesday,2,False
1523164,2023-03-01 02:05:53,2023-03-01 02:21:00.926581,15.132109683333335,2023-03-01,Wednesday,2,False
1523165,2023-03-01 02:06:51,2023-03-01 02:22:00.390249,15.15650415,2023-03-01,Wednesday,2,False
1523166,2023-03-01 02:08:12,2023-03-01 02:26:30.483289,18.308054816666665,2023-03-01,Wednesday,2,False
1523167,2023-03-01 02:14:41,2023-03-01 02:29:52.202549,15.18670915,2023-03-01,Wednesday,2,False
1523168,2023-03-01 02:16:19,2023-03-01 02:33:34.014499,17.25024165,2023-03-01,Wednesday,2,False
1523169,2023-03-01 02:19:40,2023-03-01 02:39:58.906260,20.315104333333334,2023-03-01,Wednesday,2,False
1523170,2023-03-01 02:23:14,2023-03-01 02:39:32.051051,16.30085085,2023-03-01,Wednesday,2,False
1523171,2023-03-01 02:23:52,2023-03-01 02:38:52.565486,15.009424766666665,2023-03-01,Wednesday,2,False
1523172,2023-03-01 02:23:59,2023-03-01 02:42:30.539604,18.525660066666667,2023-03-01,Wednesday,2,False
1523173,2023-03-01 02:24:11,2023-03-01 02:49:45.700703,25.57834505,2023-03-01,Wednesday,2,False
1523174,2023-03-01 02:30:20,2023-03-01 02:45:25.754060,15.095901,2023-03-01,Wednesday,2,False
1523175,2023-03-01 02:31:56,2023-03-01 02:55:45.867570,23.831126166666664,2023-03-01,Wednesday,2,False
1523176,2023-03-01 02:32:21,2023-03-01 02:47:47.536266,15.4422711,2023-03-01,Wednesday,2,False
1523177,2023-03-01 02:35:14,2023-03-01 02:50:47.378590,15.556309833333334,2023-03-01,Wednesday,2,False
1523178,2023-03-01 02:35:17,2023-03-01 02:52:11.225086,16.903751433333333,2023-03-01,Wednesday,2,False
1523179,2023-03-01 02:36:38,2023-03-01 02:52:06.434555,15.47390925,2023-03-01,Wednesday,2,False
1523180,2023-03-01 02:42:09,2023-03-01 02:57:15.447494,15.107458233333334,2023-03-01,Wednesday,2,False
1523181,2023-03-01 02:43:42,2023-03-01 02:59:14.682570,15.544709500000002,2023-03-01,Wednesday,2,False
1523182,2023-03-01 02:45:26,2023-03-01 03:02:00.138822,16.56898036666667,2023-03-01,Wednesday,2,False
1523183,2023-03-01 02:52:37,2023-03-01 03:11:56.767246,19.3294541,2023-03-01,Wednesday,2,False
1523184,2023-03-01 02:57:26,2023-03-01 03:14:17.747953,16.862465883333336,2023-03-01,Wednesday,2,False
1523185,2023-03-01 02:58:13,2023-03-01 03:14:38.102301,16.418371683333334,2023-03-01,Wednesday,2,False
1523186,2023-03-01 03:02:49,2023-03-01 03:24:36.797827,21.796630450000002,2023-03-01,Wednesday,3,False
1523187,2023-03-01 03:05:16,2023-03-01 03:35:47.166291,30.51943818333333,2023-03-01,Wednesday,3,False
1523188,2023-03-01 03:07:00,2023-03-01 03:23:24.381129,16.40635215,2023-03-01,Wednesday,3,False
1523189,2023-03-01 03:08:50,2023-03-01 03:24:13.385694,15.389761566666666,2023-03-01,Wednesday,3,False
1523190,2023-03-01 03:09:48,2023-03-01 03:26:23.844438,16.5974073,2023-03-01,Wednesday,3,False
1523191,2023-03-01 03:14:11,2023-03-01 03:30:22.643739,16.194062316666667,2023-03-01,Wednesday,3,False
1523192,2023-03-01 03:15:56,2023-03-01 03:32:20.261850,16.404364166666667,2023-03-01,Wednesday,3,False
1523193,2023-03-01 03:16:39,2023-03-01 03:31:58.234875,15.32058125,2023-03-01,Wednesday,3,False
1523194,2023-03-01 03:17:18,2023-03-01 03:35:21.420219,18.057003650000002,2023-03-01,Wednesday,3,False
1523195,2023-03-01 03:24:11,2023-03-01 03:40:20.713046,16.161884099999998,2023-03-01,Wednesday,3,False
1523196,2023-03-01 03:31:07,2023-03-01 03:47:21.238064,16.237301066666667,2023-03-01,Wednesday,3,False
1523197,2023-03-01 03:31:09,2023-03-01 03:46:11.657293,15.044288216666667,2023-03-01,Wednesday,3,False
1523198,2023-03-01 03:35:05,2023-03-01 03:59:49.276674,24.737944566666666,2023-03-01,Wednesday,3,False
1523199,2023-03-01 03:38:12,2023-03-01 03:54:16.906226,16.081770433333332,2023-03-01,Wednesday,3,False
1523200,2023-03-01 03:39:22,2023-03-01 03:54:24.707777,15.045129616666665,2023-03-01,Wednesday,3,False
1523201,2023-03-01 03:40:51,2023-03-01 04:02:07.914431,21.28190718333333,2023-03-01,Wednesday,3,False
1523202,2023-03-01 03:40:53,2023-03-01 03:56:15.805691,15.38009485,2023-03-01,Wednesday,3,False
1523203,2023-03-01 03:41:51,2023-03-01 04:00:20.753927,18.495898783333335,2023-03-01,Wednesday,3,False
1523204,2023-03-01 03:42:13,2023-03-01 03:57:27.550621,15.24251035,2023-03-01,Wednesday,3,False
1523205,2023-03-01 03:50:41,2023-03-01 04:06:38.552637,15.959210616666667,2023-03-01,Wednesday,3,False
1523206,2023-03-01 03:53:38,2023-03-01 04:08:43.381854,15.089697566666667,2023-03-01,Wednesday,3,False
1523207,2023-03-01 03:54:47,2023-03-01 04:09:48.428497,15.023808283333333,2023-03-01,Wednesday,3,False
1523208,2023-03-01 03:55:38,2023-03-01 04:10:41.034465,15.050574416666667,2023-03-01,Wednesday,3,False
1523209,2023-03-01 03:56:31,2023-03-01 04:15:17.871936,18.781198933333332,2023-03-01,Wednesday,3,False
1523210,2023-03-01 03:56:44,2023-03-01 04:13:05.508350,16.358472499999998,2023-03-01,Wednesday,3,False
1523211,2023-03-01 04:06:51,2023-03-01 04:23:47.629407,16.94382345,2023-03-01,Wednesday,4,False
1523212,2023-03-01 04:13:15,2023-03-01 04:28:44.715261,15.495254350000002,2023-03-01,Wednesday,4,False
1523213,2023-03-01 04:13:19,2023-03-01 04:30:07.505153,16.808419216666667,2023-03-01,Wednesday,4,False
1523214,2023-03-01 04:14:38,2023-03-01 04:29:56.775889,15.312931483333333,2023-03-01,Wednesday,4,False
1523215,2023-03-01 04:18:22,2023-03-01 04:33:58.183698,15.603061633333335,2023-03-01,Wednesday,4,False
1523216,2023-03-01 04:25:22,2023-03-01 04:40:23.811154,15.0301859,2023-03-01,Wednesday,4,False
1523217,2023-03-01 04:27:04,2023-03-01 04:42:05.071803,15.017863383333333,2023-03-01,Wednesday,4,False
1523218,2023-03-01 04:29:44,2023-03-01 04:44:44.942226,15.015703766666666,2023-03-01,Wednesday,4,False
1523219,2023-03-01 04:31:24,2023-03-01 04:47:58.412728,16.573545466666666,2023-03-01,Wednesday,4,False
1523220,2023-03-01 04:33:16,2023-03-01 04:50:03.973640,16.799560666666668,2023-03-01,Wednesday,4,False
1523221,2023-03-01 04:37:41,2023-03-01 04:59:07.462194,21.441036566666664,2023-03-01,Wednesday,4,False
1523222,2023-03-01 04:42:36,2023-03-01 04:57:37.547482,15.025791366666665,2023-03-01,Wednesday,4,False
1523223,2023-03-01 04:45:52,2023-03-01 05:01:52.591075,16.00985125,2023-03-01,Wednesday,4,False
1523224,2023-03-01 04:47:27,2023-03-01 05:02:56.373278,15.489554633333334,2023-03-01,Wednesday,4,False
1523225,2023-03-01 04:48:25,2023-03-01 05:04:55.177325,16.502955416666666,2023-03-01,Wednesday,4,False
1523226,2023-03-01 04:54:57,2023-03-01 05:10:57.613890,16.0102315,2023-03-01,Wednesday,4,False
1523227,2023-03-01 04:55:41,2023-03-01 05:10:42.587815,15.026463583333333,2023-03-01,Wednesday,4,False
1523228,2023-03-01 04:59:04,2023-03-01 18:06:52.046891,787.8007815166667,2023-03-01,Wednesday,4,True
1523229,2023-03-01 05:00:30,2023-03-01 05:15:40.408462,15.173474366666666,2023-03-01,Wednesday,5,False
1523230,2023-03-01 05:00:51,2023-03-01 05:15:54.605064,15.0600844,2023-03-01,Wednesday,5,False
1523231,2023-03-01 05:05:31,2023-03-01 05:22:48.650703,17.294178383333335,2023-03-01,Wednesday,5,False
1523232,2023-03-01 05:05:52,2023-03-01 05:21:16.236755,15.403945916666666,2023-03-01,Wednesday,5,False
1523233,2023-03-01 05:06:28,2023-03-01 05:21:37.508648,15.158477466666666,2023-03-01,Wednesday,5,False
1523234,2023-03-01 05:07:23,2023-03-01 05:22:42.587735,15.326462249999999,2023-03-01,Wednesday,5,False
1523235,2023-03-01 05:08:34,2023-03-01 05:24:15.605410,15.6934235,2023-03-01,Wednesday,5,False
1523236,2023-03-01 05:10:52,2023-03-01 05:29:59.149059,19.119150983333334,2023-03-01,Wednesday,5,False
1523237,2023-03-01 05:15:39,2023-03-01 05:38:49.459946,23.174332433333333,2023-03-01,Wednesday,5,False
1523238,2023-03-01 05:17:14,2023-03-01 05:33:32.991585,16.316526416666665,2023-03-01,Wednesday,5,False
1523239,2023-03-01 05:18:00,2023-03-01 05:33:34.265944,15.571099066666667,2023-03-01,Wednesday,5,False
1523240,2023-03-01 05:19:11,2023-03-01 05:35:02.697498,15.861624966666666,2023-03-01,Wednesday,5,False
1523241,2023-03-01 05:19:38,2023-03-01 05:35:34.712719,15.945211983333333,2023-03-01,Wednesday,5,False
1523242,2023-03-01 05:21:02,2023-03-01 05:37:21.928321,16.332138683333334,2023-03-01,Wednesday,5,False
1523243,2023-03-01 05:22:56,2023-03-01 05:39:05.514058,16.158567633333334,2023-03-01,Wednesday,5,False
1523244,2023-03-01 05:23:31,2023-03-01 05:43:01.286120,19.504768666666667,2023-03-01,Wednesday,5,False
1523245,2023-03-01 05:27:16,2023-03-01 05:44:48.598256,17.543304266666667,2023-03-01,Wednesday,5,False
1523246,2023-03-01 05:39:47,2023-03-01 05:54:52.332886,15.088881433333334,2023-03-01,Wednesday,5,False
1523247,2023-03-01 05:41:47,2023-03-01 05:58:07.837512,16.347291866666666,2023-03-01,Wednesday,5,False
1523248,2023-03-01 05:44:42,2023-03-01 05:59:51.089051,15.151484183333334,2023-03-01,Wednesday,5,False
1523249,2023-03-01 05:49:47,2023-03-01 06:08:11.020244,18.4003374,2023-03-01,Wednesday,5,False
1523250,2023-03-01 05:53:15,2023-03-01 06:08:17.237352,15.0372892,2023-03-01,Wednesday,5,False
1523251,2023-03-01 05:53:19,2023-03-01 06:08:23.475246,15.074587433333333,2023-03-01,Wednesday,5,False
1523252,2023-03-01 05:58:25,2023-03-01 06:15:06.298410,16.688306833333332,2023-03-01,Wednesday,5,False
1523253,2023-03-01 05:59:23,2023-03-01 06:26:18.868653,26.931144216666667,2023-03-01,Wednesday,5,False
1523254,2023-03-01 06:05:38,2023-03-01 06:20:43.189046,15.0864841,2023-03-01,Wednesday,6,False
1523255,2023-03-01 06:05:41,2023-03-01 06:20:41.896530,15.014942166666666,2023-03-01,Wednesday,6,False
1523256,2023-03-01 06:08:03,2023-03-01 06:23:30.048760,15.450812666666668,2023-03-01,Wednesday,6,False
1523257,2023-03-01 06:09:35,2023-03-01 06:25:27.984631,15.883077183333334,2023-03-01,Wednesday,6,False
1523258,2023-03-01 06:10:12,2023-03-01 06:25:19.812372,15.1302062,2023-03-01,Wednesday,6,False
1523259,2023-03-01 06:13:53,2023-03-01 06:29:16.312852,15.388547533333334,2023-03-01,Wednesday,6,False
1523260,2023-03-01 06:14:01,2023-03-01 06:33:55.555724,19.909262066666667,2023-03-01,Wednesday,6,False
1523261,2023-03-01 06:16:58,2023-03-01 06:35:45.165392,18.786089866666668,2023-03-01,Wednesday,6,False
1523262,2023-03-01 06:31:06,2023-03-01 06:46:43.296592,15.621609866666667,2023-03-01,Wednesday,6,False
1523263,2023-03-01 06:32:07,2023-03-01 06:48:48.261311,16.687688516666665,2023-03-01,Wednesday,6,False
1523264,2023-03-01 06:32:49,2023-03-01 06:52:03.330949,19.23884915,2023-03-01,Wednesday,6,False
1523265,2023-03-01 06:34:37,2023-03-01 06:52:04.024843,17.45041405,2023-03-01,Wednesday,6,False
1523266,2023-03-01 06:34:41,2023-03-01 06:50:08.894056,15.464900933333332,2023-03-01,Wednesday,6,False
1523267,2023-03-01 06:36:46,2023-03-01 06:53:34.939294,16.815654900000002,2023-03-01,Wednesday,6,False
1523268,2023-03-01 06:38:11,2023-03-01 06:53:21.450845,15.17418075,2023-03-01,Wednesday,6,False
1523269,2023-03-01 06:38:30,2023-03-01 06:57:26.993433,18.949890550000003,2023-03-01,Wednesday,6,False
1523270,2023-03-01 06:43:17,2023-03-01 06:58:22.769316,15.096155266666667,2023-03-01,Wednesday,6,False
1523271,2023-03-01 06:45:29,2023-03-01 07:02:33.074383,17.06790638333333,2023-03-01,Wednesday,6,False
1523272,2023-03-01 06:48:45,2023-03-01 07:04:03.575604,15.3095934,2023-03-01,Wednesday,6,False
1523273,2023-03-01 06:50:58,2023-03-01 07:06:48.674518,15.8445753,2023-03-01,Wednesday,6,False
1523274,2023-03-01 07:00:26,2023-03-01 07:16:02.696773,15.611612883333333,2023-03-01,Wednesday,7,False
1523275,2023-03-01 07:03:47,2023-03-01 07:20:02.950959,16.265849316666667,2023-03-01,Wednesday,7,False
1523276,2023-03-01 07:05:46,2023-03-01 07:22:57.171077,17.186184616666665,2023-03-01,Wednesday,7,False
1523277,2023-03-01 07:06:12,2023-03-01 07:21:35.111628,15.3851938,2023-03-01,Wednesday,7,False
1523278,2023-03-01 07:08:49,2023-03-01 07:30:01.953413,21.215890216666665,2023-03-01,Wednesday,7,False
1523279,2023-03-01 07:14:00,2023-03-01 07:29:07.334348,15.122239133333332,2023-03-01,Wednesday,7,False
1523280,2023-03-01 07:14:20,2023-03-01 07:37:10.509323,22.84182205,2023-03-01,Wednesday,7,False
1523281,2023-03-01 07:16:35,2023-03-01 07:33:21.323027,16.772050450000002,2023-03-01,Wednesday,7,False
1523282,2023-03-01 07:19:13,2023-03-01 07:35:10.251249,15.954187483333333,2023-03-01,Wednesday,7,False
1523283,2023-03-01 07:19:50,2023-03-01 07:35:06.624468,15.277074466666667,2023-03-01,Wednesday,7,False
1523284,2023-03-01 07:21:18,2023-03-01 07:37:28.811872,16.180197866666667,2023-03-01,Wednesday,7,False
1523285,2023-03-01 07:22:11,2023-03-01 08:12:51.906470,50.681774499999996,2023-03-01,Wednesday,7,True
1523286,2023-03-01 07:22:55,2023-03-01 07:38:35.997604,15.6832934,2023-03-01,Wednesday,7,False
1523287,2023-03-01 07:25:29,2023-03-01 07:40:29.326472,15.0054412,2023-03-01,Wednesday,7,False
1523288,2023-03-01 07:27:25,2023-03-01 07:42:48.380637,15.389677283333333,2023-03-01,Wednesday,7,False
1523289,2023-03-01 07:29:17,2023-03-01 07:48:23.572168,19.109536133333332,2023-03-01,Wednesday,7,False
1523290,2023-03-01 07:30:47,2023-03-01 07:46:04.118175,15.285302916666666,2023-03-01,Wednesday,7,False
1523291,2023-03-01 07:30:50,2023-03-01 07:46:16.109246,15.4351541,2023-03-01,Wednesday,7,False
1523292,2023-03-01 07:36:22,2023-03-01 07:52:51.169132,16.4861522,2023-03-01,Wednesday,7,False
1523293,2023-03-01 07:41:47,2023-03-01 08:00:52.861749,19.097695816666665,2023-03-01,Wednesday,7,False
1523294,2023-03-01 07:44:23,2023-03-01 08:01:55.613577,17.543559616666666,2023-03-01,Wednesday,7,False
1523295,2023-03-01 07:45:39,2023-03-01 08:01:03.098345,15.401639083333333,2023-03-01,Wednesday,7,False
1523296,2023-03-01 07:47:39,2023-03-01 08:08:28.938687,20.832311450000002,2023-03-01,Wednesday,7,False
1523297,2023-03-01 07:49:41,2023-03-01 08:04:49.246086,15.137434766666667,2023-03-01,Wednesday,7,False
1523298,2023-03-01 07:50:04,2023-03-01 08:05:15.036648,15.183944133333334,2023-03-01,Wednesday,7,False
1523299,2023-03-01 07:56:14,2023-03-01 08:23:11.182088,26.9530348,2023-03-01,Wednesday,7,False
1523300,2023-03-01 07:56:23,2023-03-01 08:11:49.418665,15.440311083333334,2023-03-01,Wednesday,7,False
1523301,2023-03-01 07:57:50,2023-03-01 08:12:51.236977,15.020616283333334,2023-03-01,Wednesday,7,False
1523302,2023-03-01 08:01:15,2023-03-01 08:25:47.896062,24.5482677,2023-03-01,Wednesday,8,False
1523303,2023-03-01 08:07:44,2023-03-01 08:23:22.045939,15.634098983333333,2023-03-01,Wednesday,8,False
1523304,2023-03-01 08:07:47,2023-03-01 08:23:40.695771,15.894929516666668,2023-03-01,Wednesday,8,False
1523305,2023-03-01 08:12:56,2023-03-01 08:28:05.982918,15.166381966666668,2023-03-01,Wednesday,8,False
1523306,2023-03-01 08:13:05,2023-03-01 08:28:07.153311,15.035888516666667,2023-03-01,Wednesday,8,False
1523307,2023-03-01 08:13:36,2023-03-01 08:28:36.682679,15.011377983333334,2023-03-01,Wednesday,8,False
1523308,2023-03-01 08:34:33,2023-03-01 08:50:04.413257,15.523554283333334,2023-03-01,Wednesday,8,False
1523309,2023-03-01 08:42:49,2023-03-01 08:57:52.297657,15.05496095,2023-03-01,Wednesday,8,False
1523310,2023-03-01 08:43:04,2023-03-01 08:58:06.830231,15.047170516666666,2023-03-01,Wednesday,8,False
1523311,2023-03-01 08:44:36,2023-03-01 09:00:12.030922,15.600515366666666,2023-03-01,Wednesday,8,False
1523312,2023-03-01 08:45:28,2023-03-01 09:04:20.871133,18.88118555,2023-03-01,Wednesday,8,False
1523313,2023-03-01 08:46:11,2023-03-01 09:01:34.369634,15.3894939,2023-03-01,Wednesday,8,False
1523314,2023-03-01 08:51:57,2023-03-01 09:07:07.423988,15.173733133333334,2023-03-01,Wednesday,8,False
1523315,2023-03-01 08:54:17,2023-03-01 09:09:57.608458,15.676807633333334,2023-03-01,Wednesday,8,False
1523316,2023-03-01 09:01:33,2023-03-01 09:16:49.936759,15.282279316666667,2023-03-01,Wednesday,9,False
1523317,2023-03-01 09:04:18,2023-03-01 09:25:57.658024,21.660967066666668,2023-03-01,Wednesday,9,False
1523318,2023-03-01 09:07:12,2023-03-01 09:24:11.882157,16.99803595,2023-03-01,Wednesday,9,False
1523319,2023-03-01 09:10:20,2023-03-01 09:25:49.649410,15.494156833333333,2023-03-01,Wednesday,9,False
1523320,2023-03-01 09:21:14,2023-03-01 09:36:27.629157,15.227152616666666,2023-03-01,Wednesday,9,False
1523321,2023-03-01 09:21:22,2023-03-01 09:36:30.289531,15.13815885,2023-03-01,Wednesday,9,False
1523322,2023-03-01 09:25:06,2023-03-01 09:40:55.208835,15.82014725,2023-03-01,Wednesday,9,False
1523323,2023-03-01 09:30:24,2023-03-01 09:46:24.453294,16.0075549,2023-03-01,Wednesday,9,False
1523324,2023-03-01 09:30:41,2023-03-01 09:46:39.226342,15.970439033333333,2023-03-01,Wednesday,9,False
1523325,2023-03-01 09:31:06,2023-03-01 09:49:57.935606,18.865593433333334,2023-03-01,Wednesday,9,False
1523326,2023-03-01 09:38:22,2023-03-01 09:53:36.182817,15.236380283333334,2023-03-01,Wednesday,9,False
1523327,2023-03-01 09:41:16,2023-03-01 10:00:19.242208,19.0540368,2023-03-01,Wednesday,9,False
1523328,2023-03-01 09:41:51,2023-03-01 09:57:51.670643,16.011177383333333,2023-03-01,Wednesday,9,False
1523329,2023-03-01 09:43:27,2023-03-01 09:58:46.070022,15.3178337,2023-03-01,Wednesday,9,False
1523330,2023-03-01 09:44:26,2023-03-01 10:00:18.086572,15.868109533333334,2023-03-01,Wednesday,9,False
1523331,2023-03-01 09:48:25,2023-03-01 10:06:28.884074,18.06473456666667,2023-03-01,Wednesday,9,False
1523332,2023-03-01 09:55:55,2023-03-01 10:12:48.036040,16.883934,2023-03-01,Wednesday,9,False
1523333,2023-03-01 09:55:57,2023-03-01 10:25:33.412654,29.606877566666665,2023-03-01,Wednesday,9,False
1523334,2023-03-01 10:02:36,2023-03-01 10:19:30.962273,16.916037883333335,2023-03-01,Wednesday,10,False
1523335,2023-03-01 10:05:08,2023-03-01 10:20:33.076999,15.417949983333333,2023-03-01,Wednesday,10,False
1523336,2023-03-01 10:05:46,2023-03-01 10:20:47.904571,15.03174285,2023-03-01,Wednesday,10,False
1523337,2023-03-01 10:07:47,2023-03-01 10:28:16.598596,20.493309933333332,2023-03-01,Wednesday,10,False
1523338,2023-03-01 10:12:06,2023-03-01 10:27:20.140941,15.23568235,2023-03-01,Wednesday,10,False
1523339,2023-03-01 10:14:19,2023-03-01 10:38:47.254749,24.470912483333333,2023-03-01,Wednesday,10,False
1523340,2023-03-01 10:15:38,2023-03-01 10:32:05.401650,16.45669416666667,2023-03-01,Wednesday,10,False
1523341,2023-03-01 10:16:28,2023-03-01 10:31:39.411323,15.190188716666666,2023-03-01,Wednesday,10,False
1523342,2023-03-01 10:20:06,2023-03-01 10:35:37.345889,15.522431483333333,2023-03-01,Wednesday,10,False
1523343,2023-03-01 10:25:20,2023-03-01 10:40:34.823663,15.247061050000001,2023-03-01,Wednesday,10,False
1523344,2023-03-01 10:25:39,2023-03-01 10:40:45.963277,15.116054616666666,2023-03-01,Wednesday,10,False
1523345,2023-03-01 10:32:11,2023-03-01 10:47:13.256538,15.037608966666665,2023-03-01,Wednesday,10,False
1523346,2023-03-01 10:32:12,2023-03-01 10:47:24.868907,15.214481783333333,2023-03-01,Wednesday,10,False
1523347,2023-03-01 10:32:36,2023-03-01 10:47:51.755285,15.262588083333332,2023-03-01,Wednesday,10,False
1523348,2023-03-01 10:34:02,2023-03-01 10:49:35.418693,15.556978216666666,2023-03-01,Wednesday,10,False
1523349,2023-03-01 10:35:30,2023-03-01 10:50:32.465928,15.041098799999999,2023-03-01,Wednesday,10,False
1523350,2023-03-01 10:37:45,2023-03-01 10:53:25.309631,15.671827183333333,2023-03-01,Wednesday,10,False
1523351,2023-03-01 10:41:46,2023-03-01 10:57:22.361677,15.60602795,2023-03-01,Wednesday,10,False
1523352,2023-03-01 10:42:02,2023-03-01 11:01:22.891192,19.348186533333333,2023-03-01,Wednesday,10,False
